order_id,customer_id,order_date,product_category,quantity,price,revenue,channel,country
O009130,C0066,2023-03-16,Fashion,2,139.26,278.52,Organic Search,Germany
O010888,C0692,2023-07-23,Fashion,5,98.45,492.25,Facebook,Canada
O013986,C0465,2023-03-26,Electronics,1,101.27,101.27,Organic Search,Germany
O018783,C0008,2023-06-03,Sports,1,228.97,228.97,Organic Search,UK
O029406,C0047,2023-12-06,Electronics,1,105.28,105.28,Organic Search,UK
O022039,C0550,2024-02-14,Sports,2,81.42,162.84,Google Ads,Canada
O004387,C0191,2023-02-15,Electronics,3,111.64,334.92,Organic Search,USA
O003990,C0413,2023-09-09,Sports,2,62.2,124.4,Facebook,USA
O012479,C0325,2024-05-28,Electronics,1,164.22,164.22,Direct,Canada
O010390,C0637,2023-05-24,Toys,1,71.53,71.53,Facebook,USA
O033563,C0704,2023-06-16,Beauty,1,59.16,59.16,Google Ads,USA
O018317,C0525,2023-10-07,Beauty,5,108.01,540.05,Organic Search,France
O025476,C0182,2023-07-10,Sports,3,146.05,438.15,Facebook,USA
O006899,C0142,2024-10-29,Electronics,1,190.7,190.7,Organic Search,Canada
O014976,C0562,2023-12-31,Electronics,3,107.31,321.93,Instagram,Germany
O004073,C0492,2024-06-25,Beauty,1,22.78,22.78,Email,UK
O026856,C0744,2023-03-18,Beauty,4,26.19,104.76,Instagram,USA
O027005,C0160,2023-06-18,Toys,1,65.76,65.76,Instagram,USA
O007831,C0123,2024-05-23,Toys,1,24.54,24.54,Instagram,USA
O011380,C0152,2024-05-10,Fashion,5,65.5,327.5,Organic Search,Canada
O008610,C0600,2024-05-28,Home & Garden,1,53.55,53.55,Instagram,France
O023689,C0489,2023-12-14,Home & Garden,1,83.11,83.11,Organic Search,USA
O015208,C0100,2023-09-07,Fashion,2,160.59,321.18,Facebook,Canada
O005390,C0481,2023-11-27,Fashion,1,70.84,70.84,Instagram,France
O015877,C0039,2024-02-08,Electronics,1,130.61,130.61,Organic Search,UK
O003579,C0067,2023-09-28,Beauty,2,112.89,225.78,Organic Search,USA
O004565,C0524,2023-04-18,Home & Garden,3,44.51,133.53,Instagram,Canada
O012438,C0299,2023-12-27,Electronics,1,85.41,85.41,Email,USA
O008605,C0313,2023-09-13,Electronics,5,138.92,694.6,Google Ads,Australia
O004867,C0122,2024-09-06,Fashion,3,162.25,486.75,Organic Search,USA
O030966,C0540,2023-02-21,Toys,3,154.92,464.76,Instagram,UK
O007850,C0251,2023-03-18,Fashion,1,43.79,43.79,Email,UK
O027846,C0039,2023-12-06,Electronics,2,120.79,241.58,Organic Search,Germany
O008239,C0285,2024-01-10,Home & Garden,1,131.66,131.66,Email,USA
O015117,C0058,2024-02-26,Sports,1,199.49,199.49,Organic Search,USA
O025255,C0132,2023-04-10,Books,1,49.65,49.65,Instagram,USA
O012908,C0240,2024-04-11,Fashion,2,54.22,108.44,Google Ads,Germany
O008490,C0079,2023-11-19,Fashion,1,112.13,112.13,Email,USA
O015780,C0091,2023-09-09,Fashion,1,77.69,77.69,Google Ads,Australia
O015557,C0697,2023-01-30,Beauty,1,94.79,94.79,Organic Search,USA
O019564,C0171,2024-06-17,Fashion,1,85.34,85.34,Instagram,UK
O017334,C0760,2023-01-01,Sports,5,29.79,148.95,Organic Search,UK
O020521,C0044,2024-07-07,Electronics,1,369.68,369.68,Email,UK
O032517,C0089,2023-11-29,Fashion,1,168.53,168.53,Email,UK
O027444,C0094,2023-08-17,Fashion,1,69.8,69.8,Instagram,UK
O030414,C0177,2024-05-03,Fashion,1,114.27,114.27,Instagram,Australia
O024596,C0783,2023-04-01,Home & Garden,1,68.91,68.91,Google Ads,USA
O023800,C0192,2024-03-30,Beauty,3,59.63,178.89,Instagram,USA
O013121,C0018,2024-12-10,Electronics,3,351.18,1053.54,Organic Search,Australia
O017545,C0666,2023-01-01,Beauty,2,38.58,77.16,Referral,France
O028405,C0115,2024-04-13,Electronics,2,198.68,397.36,Organic Search,USA
O009280,C0642,2023-08-10,Fashion,2,74.06,148.12,Email,USA
O015513,C0303,2023-03-23,Toys,2,126.4,252.8,Google Ads,Germany
O009393,C0668,2023-07-17,Home & Garden,2,93.03,186.06,Email,USA
O015989,C0572,2023-01-12,Home & Garden,1,186.12,186.12,Email,USA
O003337,C0093,2023-07-25,Books,1,49.94,49.94,Organic Search,USA
O001743,C0137,2023-04-30,Electronics,1,145.65,145.65,Email,USA
O027298,C0167,2024-08-05,Home & Garden,2,54.34,108.68,Organic Search,USA
O019264,C0054,2024-02-09,Beauty,1,31.04,31.04,Organic Search,France
O030730,C0023,2024-03-02,Toys,2,45.7,91.4,Email,USA
O016686,C0738,2023-02-26,Beauty,1,31.68,31.68,Instagram,Australia
O007593,C0182,2024-12-25,Fashion,1,117.23,117.23,Email,Australia
O007171,C0069,2023-01-23,Toys,2,139.94,279.88,Google Ads,Canada
O003793,C0012,2024-06-25,Electronics,5,167.66,838.3,Facebook,Germany
O025492,C0006,2023-02-01,Electronics,4,247.17,988.68,Email,France
O030501,C0636,2024-01-22,Fashion,5,72.68,363.4,Google Ads,USA
O025988,C0499,2023-08-22,Electronics,1,85.85,85.85,Instagram,Canada
O024683,C0450,2024-02-21,Fashion,1,93.66,93.66,Google Ads,Canada
O000787,C0217,2023-06-24,Beauty,2,88.36,176.72,Google Ads,USA
O027571,C0644,2023-07-12,Home & Garden,4,84.6,338.4,Email,USA
O004492,C0409,2023-04-12,Beauty,1,61.2,61.2,Google Ads,Canada
O006213,C0711,2023-05-20,Electronics,1,88.49,88.49,Facebook,UK
O027232,C0305,2024-08-06,Beauty,2,48.21,96.42,Google Ads,Canada
O015464,C0670,2023-04-01,Sports,1,93.72,93.72,Google Ads,UK
O008384,C0145,2024-12-01,Home & Garden,2,77.06,,Google Ads,Germany
O000553,C0056,2023-01-08,Electronics,1,98.37,98.37,Google Ads,USA
O014953,C0443,2024-06-24,Toys,1,114.67,114.67,Email,Canada
O014604,C0015,2024-10-24,Sports,2,209.65,419.3,Organic Search,Germany
O023795,C0200,2023-11-05,Home & Garden,5,78.73,393.65,Organic Search,USA
O033446,C0610,2024-02-07,Beauty,1,108.13,108.13,Organic Search,USA
O005486,C0009,2023-09-22,Beauty,1,43.43,43.43,Email,UK
O009742,C0298,2023-05-07,Books,1,18.25,18.25,Organic Search,Australia
O033501,C0075,2024-10-07,Fashion,2,91.84,183.68,Email,Australia
O021468,C0178,2024-07-02,Fashion,1,191.53,191.53,Facebook,Canada
O032653,C0402,2023-04-07,Books,1,25.28,25.28,Direct,UK
O005145,C0079,2023-01-31,Electronics,5,86.67,433.35,Organic Search,Australia
O030167,C0056,2023-05-30,Beauty,2,115.35,230.7,Facebook,UK
O016997,C0146,2024-03-05,Home & Garden,1,116.52,116.52,Email,UK
O025335,C0571,2024-03-19,Electronics,2,147.5,,Referral,UK
O021751,C0169,2024-05-24,Fashion,2,27.9,55.8,Email,USA
O002971,C0228,2023-01-24,Electronics,2,82.94,165.88,Direct,UK
O008822,C0129,2024-07-12,Electronics,1,132.19,132.19,Referral,USA
O002906,C0122,2023-10-09,Fashion,1,97.42,97.42,Organic Search,UK
O013114,C0177,2023-05-05,Home & Garden,3,44.62,133.86,Facebook,USA
O024022,C0045,2024-07-08,Fashion,2,133.2,266.4,Organic Search,Germany
O011371,C0167,2023-12-06,Beauty,3,77.51,232.53,Referral,USA
O029545,C0032,2023-06-29,Electronics,3,365.07,1095.21,Organic Search,USA
O014705,C0498,2024-03-25,Home & Garden,2,97.28,194.56,Google Ads,Canada
O004315,C0457,2023-02-12,Beauty,1,14.96,14.96,Instagram,Canada
O011639,C0149,2024-08-24,Electronics,2,157.09,314.18,Instagram,Canada
O027606,C0053,2023-04-02,Sports,2,88.4,176.8,Organic Search,Australia
O028935,C0233,2024-07-14,Toys,2,42.26,84.52,Google Ads,USA
O026127,C0052,2024-02-29,Electronics,3,93.38,280.14,Email,UK
O012242,C0140,2023-05-28,Home & Garden,2,62.29,124.58,Google Ads,USA
O025628,C0236,2023-10-08,Electronics,2,101.99,203.98,Email,USA
O009592,C0001,2024-06-04,Books,4,19.97,,Email,Germany
O020286,C0161,2023-01-12,Sports,1,114.18,114.18,Organic Search,USA
O016184,C0071,2024-04-21,Sports,3,99.66,298.98,Email,USA
O015617,C0062,2024-10-14,Beauty,1,69.13,69.13,Organic Search,USA
O003568,C0181,2023-02-08,Beauty,2,82.36,164.72,Instagram,USA
O001523,C0116,2024-01-07,Fashion,1,130.66,130.66,Organic Search,USA
O031707,C0015,2024-05-14,Home & Garden,2,271.17,542.34,Google Ads,UK
O029254,C0025,2023-11-27,Fashion,2,54.83,109.66,Organic Search,USA
O028279,C0146,2024-03-08,Fashion,1,149.16,149.16,Google Ads,USA
O019042,C0634,2024-04-21,Electronics,2,89.96,179.92,Direct,UK
O010653,C0182,2024-02-27,Beauty,1,51.53,51.53,Google Ads,USA
O000441,C0502,2024-09-29,Sports,3,164.27,492.81,Google Ads,UK
O000849,C0037,2024-10-08,Books,2,27.85,55.7,Organic Search,USA
O010039,C0518,2023-07-08,Books,2,26.94,53.88,Referral,Canada
O024487,C0592,2023-08-15,Electronics,3,148.72,446.16,Direct,Canada
O003961,C0087,2024-02-20,Books,1,7.01,7.01,Instagram,USA
O024653,C0045,2023-09-05,Beauty,1,38.58,38.58,Email,USA
O011243,C0278,2023-08-29,Books,5,12.86,64.3,Organic Search,USA
O017327,C0609,2023-02-17,Fashion,3,26.71,80.13,Email,Canada
O004923,C0108,2024-03-18,Beauty,2,74.08,148.16,Organic Search,Germany
O024269,C0585,2023-07-22,Electronics,2,83.82,167.64,Google Ads,USA
O028204,C0099,2024-04-04,Electronics,3,178.01,534.03,Organic Search,UK
O005137,C0525,2024-08-19,Fashion,3,131.09,393.27,Email,Canada
O005358,C0028,2024-11-29,Sports,1,192.83,192.83,Email,USA
O013448,C0634,2024-04-30,Electronics,2,89.96,179.92,Direct,UK
O024033,C0522,2024-01-17,Beauty,3,60.65,181.95,Instagram,UK
O010870,C0027,2024-05-02,Fashion,4,24.28,97.12,Organic Search,Germany
O002684,C0294,2023-08-18,Fashion,2,95.22,190.44,Referral,USA
O002477,C0167,2023-10-04,Toys,1,62.61,62.61,Facebook,Germany
O026111,C0107,2024-10-13,Books,1,45.78,45.78,Direct,USA
O010677,C0252,2023-02-23,Electronics,1,131.81,131.81,Organic Search,France
O006851,C0507,2023-04-24,Beauty,1,101.13,101.13,Google Ads,Australia
O010209,C0142,2023-10-26,Electronics,1,134.0,134.0,Instagram,USA
O002190,C0148,2023-12-31,Electronics,1,171.22,171.22,Facebook,USA
O025053,C0260,2023-09-19,Home & Garden,1,65.2,65.2,Organic Search,USA
O025836,C0593,2023-02-12,Home & Garden,3,113.92,341.76,Organic Search,USA
O010687,C0185,2023-10-26,Beauty,2,113.05,226.1,Referral,USA
O012432,C0286,2024-11-02,Home & Garden,2,96.02,192.04,Instagram,USA
O015094,C0303,2024-05-31,Books,1,24.94,24.94,Organic Search,USA
O021371,C0249,2023-12-16,Books,3,11.72,35.16,Organic Search,USA
O002839,C0571,2023-11-18,Fashion,1,122.39,122.39,Facebook,Canada
O015003,C0104,2024-09-25,Fashion,4,52.68,210.72,Facebook,USA
O002465,C0247,2023-04-09,Fashion,1,147.71,147.71,Email,Australia
O029588,C0072,2023-11-16,Electronics,1,214.51,214.51,Organic Search,USA
O017277,C0100,2023-08-08,Electronics,2,150.17,300.34,Organic Search,USA
O021494,C0574,2023-01-03,Home & Garden,1,71.65,71.65,Email,USA
O020332,C0222,2024-01-31,Books,1,46.14,,Organic Search,Australia
O002908,C0633,2023-03-27,Fashion,2,37.75,75.5,Organic Search,USA
O013419,C0587,2023-08-11,Fashion,1,50.17,50.17,Google Ads,USA
O033037,C0032,2024-01-06,Fashion,1,194.32,194.32,Facebook,Germany
O031389,C0604,2023-09-24,Sports,1,30.11,30.11,Google Ads,UK
O010686,C0169,2024-01-19,Electronics,2,111.11,222.22,Google Ads,USA
O030956,C0063,2024-02-07,Books,1,37.23,,Email,USA
O004421,C0052,2023-09-04,Fashion,3,185.72,557.16,Organic Search,UK
O029386,C0034,2023-11-04,Home & Garden,2,118.72,237.44,Email,USA
O005589,C0204,2023-06-16,Fashion,3,127.91,383.73,Organic Search,USA
O024879,C0101,2024-08-28,Home & Garden,2,44.58,89.16,Google Ads,Canada
O033110,C0203,2023-11-04,Electronics,1,138.02,138.02,Email,Australia
O011655,C0505,2023-11-07,Fashion,1,153.86,153.86,Google Ads,UK
O003897,C0042,2024-07-19,Electronics,1,402.47,402.47,Google Ads,Australia
O027391,C0275,2024-10-09,Sports,1,71.81,71.81,Email,Canada
O016744,C0058,2024-08-30,Books,1,28.33,28.33,Email,Canada
O022923,C0674,2023-03-10,Electronics,2,78.26,156.52,Direct,USA
O000629,C0063,2024-05-05,Books,2,23.13,46.26,Google Ads,UK
O005711,C0173,2024-11-06,Fashion,5,31.43,157.15,Direct,USA
O003196,C0219,2024-08-26,Home & Garden,1,122.58,122.58,Google Ads,USA
O009712,C0315,2023-03-10,Electronics,3,91.45,274.35,Instagram,USA
O000444,C0060,2024-02-21,Fashion,1,76.94,76.94,Google Ads,France
O006659,C0581,2024-10-07,Beauty,1,114.17,114.17,Instagram,Canada
O002545,C0491,2024-06-14,Fashion,2,105.66,211.32,Google Ads,USA
O014070,C0234,2023-09-06,Fashion,1,29.46,,Organic Search,USA
O006868,C0077,2024-01-29,Home & Garden,2,37.46,74.92,Direct,USA
O014774,C0136,2023-05-20,Beauty,1,50.38,50.38,Organic Search,Canada
O027345,C0169,2024-06-15,Fashion,2,27.9,55.8,Email,USA
O024275,C0061,2023-07-31,Home & Garden,1,274.59,274.59,Google Ads,USA
O032771,C0572,2023-01-10,Home & Garden,1,186.12,186.12,Email,USA
O004299,C0551,2024-06-05,Toys,2,73.32,146.64,Instagram,USA
O031972,C0219,2024-06-30,Sports,5,65.11,325.55,Google Ads,Germany
O028864,C0668,2023-09-30,Fashion,2,45.46,90.92,Organic Search,USA
O029341,C0612,2023-06-21,Sports,3,37.47,112.41,Email,Germany
O008095,C0114,2024-04-20,Electronics,1,193.39,193.39,Instagram,Australia
O022539,C0436,2024-12-16,Toys,2,51.92,103.84,Google Ads,USA
O015229,C0569,2023-03-05,Electronics,1,167.07,167.07,Facebook,Australia
O017616,C0080,2023-09-05,Beauty,3,75.94,227.82,Organic Search,Australia
O000711,C0528,2023-04-18,Fashion,1,119.5,119.5,Email,USA
O031857,C0071,2023-02-13,Fashion,2,41.25,82.5,Google Ads,Germany
O030585,C0226,2024-06-10,Home & Garden,1,76.54,76.54,Organic Search,UK
O003617,C0061,2024-03-21,Beauty,2,55.49,110.98,Email,USA
O016999,C0024,2024-05-31,Beauty,3,38.75,116.25,Organic Search,USA
O006395,C0019,2023-05-26,Electronics,1,134.75,134.75,Referral,Canada
O010866,C0052,2024-12-31,Beauty,2,84.91,169.82,Direct,France
O027428,C0187,2023-02-12,Home & Garden,1,76.46,76.46,Instagram,UK
O018360,C0127,2023-03-30,Fashion,2,89.25,178.5,Email,USA
O017695,C0713,2023-02-16,Toys,2,57.29,114.58,Organic Search,USA
O008533,C0442,2023-11-05,Electronics,3,113.13,339.39,Email,USA
O015722,C0768,2023-01-15,Home & Garden,2,63.55,127.1,Google Ads,Canada
O032759,C0076,2023-03-31,Sports,1,161.88,161.88,Organic Search,USA
O005046,C0571,2024-02-28,Sports,4,55.93,223.72,Google Ads,USA
O013098,C0160,2023-01-10,Toys,1,109.36,109.36,Facebook,Canada
O026113,C0015,2024-05-29,Home & Garden,2,271.17,542.34,Google Ads,UK
O006489,C0124,2023-03-05,Beauty,3,40.41,121.23,Google Ads,Canada
O002903,C0781,2023-09-30,Electronics,2,70.36,140.72,Instagram,Germany
O011707,C0210,2023-06-16,Electronics,1,129.61,129.61,Direct,USA
O004948,C0505,2023-01-31,Beauty,1,101.6,101.6,Email,UK
O029389,C0200,2023-10-21,Home & Garden,5,78.73,393.65,Organic Search,USA
O032864,C0195,2024-01-12,Electronics,1,93.26,93.26,Google Ads,USA
O021790,C0289,2024-07-29,Fashion,3,140.83,422.49,Organic Search,USA
O012049,C0494,2023-01-13,Books,1,27.55,27.55,Organic Search,Canada
O020429,C0344,2023-08-05,Beauty,2,48.78,97.56,Instagram,USA
O029074,C0656,2023-04-02,Electronics,2,87.41,174.82,Organic Search,USA
O010437,C0030,2024-05-17,Beauty,1,65.42,65.42,Organic Search,UK
O021231,C0115,2024-08-28,Fashion,2,115.82,231.64,Organic Search,USA
O001841,C0072,2024-10-23,Fashion,1,178.6,178.6,Google Ads,France
O018562,C0558,2024-01-13,Sports,3,77.62,,Organic Search,Canada
O008037,C0551,2024-06-22,Electronics,1,171.13,171.13,Facebook,Canada
O017395,C0154,2024-08-22,Beauty,2,92.14,184.28,Google Ads,Germany
O004699,C0102,2023-11-16,Fashion,5,187.95,939.75,Email,USA
O022255,C0046,2024-09-27,Electronics,1,331.37,331.37,Email,USA
O022341,C0191,2023-09-30,Fashion,2,156.98,313.96,Facebook,France
O019256,C0243,2024-10-29,Home & Garden,4,121.61,486.44,Organic Search,USA
O000295,C0059,2024-11-17,Electronics,3,214.48,643.44,Email,USA
O017745,C0047,2024-03-31,Fashion,2,80.97,161.94,Facebook,Canada
O014418,C0117,2023-09-04,Electronics,3,122.95,368.85,Email,USA
O021048,C0338,2023-11-15,Electronics,2,122.22,244.44,Organic Search,UK
O031391,C0663,2023-01-09,Books,1,16.52,16.52,Facebook,UK
O007021,C0108,2024-10-14,Fashion,1,193.71,,Facebook,USA
O008173,C0071,2024-11-10,Electronics,1,151.5,151.5,Organic Search,France
O029475,C0605,2024-02-25,Home & Garden,2,170.49,340.98,Organic Search,USA
O019758,C0110,2023-04-01,Home & Garden,5,67.4,337.0,Email,Germany
O020581,C0668,2023-06-16,Home & Garden,2,93.03,186.06,Email,USA
O010841,C0215,2023-02-17,Home & Garden,1,64.52,64.52,Instagram,Canada
O006956,C0357,2023-09-26,Home & Garden,4,95.47,381.88,Instagram,USA
O014789,C0082,2023-01-09,Home & Garden,1,122.9,122.9,Google Ads,USA
O004945,C0095,2024-06-11,Home & Garden,2,97.28,194.56,Organic Search,Canada
O004557,C0676,2023-03-10,Beauty,2,16.37,32.74,Organic Search,UK
O013633,C0568,2023-11-08,Electronics,5,88.75,443.75,Referral,France
O012394,C0292,2024-03-05,Sports,3,127.04,381.12,Google Ads,Canada
O024629,C0117,2024-12-13,Electronics,2,167.08,334.16,Email,Australia
O004528,C0553,2024-02-16,Fashion,1,40.71,40.71,Organic Search,USA
O025311,C0202,2024-07-20,Home & Garden,5,56.85,284.25,Organic Search,UK
O029329,C0046,2023-11-03,Fashion,2,133.1,266.2,Instagram,Germany
O003358,C0201,2024-04-10,Fashion,1,139.78,139.78,Instagram,USA
O000053,C0555,2023-02-28,Fashion,1,28.55,28.55,Organic Search,USA
O009409,C0104,2024-10-17,Fashion,4,52.68,210.72,Facebook,USA
O003221,C0569,2023-03-19,Electronics,3,125.11,375.33,Instagram,UK
O025070,C0290,2023-01-19,Fashion,2,29.41,58.82,Organic Search,UK
O021550,C0585,2023-12-23,Beauty,2,41.35,82.7,Organic Search,Germany
O003001,C0130,2023-03-24,Fashion,5,71.59,357.95,Google Ads,UK
O020513,C0059,2023-08-06,Toys,1,73.13,73.13,Email,Germany
O006454,C0095,2024-09-16,Books,1,21.48,21.48,Instagram,USA
O029176,C0292,2024-03-03,Sports,3,127.04,381.12,Google Ads,Canada
O006098,C0466,2023-11-06,Books,1,41.22,41.22,Google Ads,France
O011706,C0021,2024-11-12,Home & Garden,2,192.27,384.54,Organic Search,USA
O008076,C0054,2024-03-11,Beauty,1,31.04,31.04,Organic Search,France
O007916,C0178,2024-08-01,Fashion,1,140.59,140.59,Facebook,USA
O019482,C0002,2023-04-10,Beauty,3,21.79,65.37,Organic Search,Canada
O011811,C0049,2023-10-10,Sports,2,22.15,44.3,Instagram,UK
O000480,C0053,2023-12-10,Sports,3,241.68,725.04,Organic Search,Germany
O023844,C0052,2024-07-20,Beauty,1,103.76,103.76,Google Ads,USA
O018924,C0066,2023-03-07,Sports,2,81.06,162.12,Google Ads,USA
O003648,C0242,2023-03-09,Sports,5,114.44,572.2,Email,UK
O004860,C0154,2023-04-11,Home & Garden,1,72.57,72.57,Referral,USA
O011612,C0509,2023-02-21,Home & Garden,4,80.79,323.16,Google Ads,USA
O004952,C0041,2023-12-28,Toys,2,100.68,201.36,Direct,USA
O024619,C0459,2024-03-28,Beauty,1,92.86,92.86,Organic Search,USA
O002907,C0528,2024-06-12,Electronics,3,94.47,283.41,Instagram,France
O029374,C0001,2024-04-12,Sports,1,129.41,129.41,Google Ads,USA
O013418,C0077,2023-10-31,Fashion,1,159.42,159.42,Instagram,USA
O007263,C0028,2024-08-20,Sports,4,120.26,481.04,Organic Search,Australia
O029458,C0116,2024-07-15,Sports,2,70.5,141.0,Instagram,USA
O015460,C0145,2024-06-12,Beauty,1,65.39,65.39,Google Ads,USA
O020066,C0068,2024-06-30,Toys,1,92.16,92.16,Google Ads,USA
O014052,C0549,2023-05-26,Fashion,2,59.0,118.0,Organic Search,USA
O016503,C0326,2023-07-16,Home & Garden,3,63.63,190.89,Direct,USA
O029518,C0013,2023-04-14,Books,2,49.65,99.3,Instagram,USA
O011454,C0650,2023-11-18,Beauty,1,24.58,24.58,Instagram,Canada
O010047,C0504,2024-06-04,Fashion,3,157.57,472.71,Organic Search,Australia
O014839,C0013,2023-09-22,Electronics,3,230.27,690.81,Instagram,USA
O008930,C0177,2024-11-10,Beauty,1,24.22,24.22,Organic Search,USA
O011651,C0007,2024-08-08,Electronics,1,208.19,208.19,Instagram,Australia
O009972,C0337,2024-04-16,Beauty,1,117.41,117.41,Google Ads,USA
O026628,C0359,2023-11-29,Electronics,1,77.78,77.78,Instagram,UK
O005701,C0001,2024-03-07,Electronics,5,155.04,775.2,Direct,Canada
O019548,C0524,2024-05-14,Electronics,2,144.69,289.38,Instagram,USA
O031361,C0109,2024-03-24,Toys,1,137.39,137.39,Organic Search,Canada
O009081,C0089,2024-08-21,Sports,1,92.3,92.3,Facebook,Germany
O012083,C0124,2023-02-11,Beauty,3,40.41,121.23,Google Ads,Canada
O014305,C0016,2023-07-17,Beauty,3,24.23,72.69,Instagram,Canada
O005851,C0036,2023-07-04,Electronics,5,79.19,395.95,Email,UK
O031099,C0707,2023-10-27,Books,2,16.28,32.56,Organic Search,UK
O018220,C0034,2023-11-29,Home & Garden,5,140.3,701.5,Organic Search,USA
O032573,C0312,2024-10-07,Beauty,3,56.04,168.12,Instagram,USA
O007270,C0019,2023-04-30,Books,1,16.58,16.58,Organic Search,USA
O007098,C0476,2024-02-13,Electronics,2,101.21,202.42,Email,Germany
O027565,C0104,2023-06-21,Books,1,43.9,43.9,Organic Search,USA
O016669,C0281,2023-07-14,Home & Garden,1,35.68,35.68,Google Ads,USA
O007089,C0156,2023-02-11,Sports,2,21.16,42.32,Email,Australia
O027589,C0147,2024-02-07,Home & Garden,2,98.6,197.2,Instagram,USA
O011677,C0067,2023-04-13,Home & Garden,1,159.41,159.41,Email,Germany
O003670,C0315,2023-01-26,Home & Garden,2,134.18,268.36,Referral,USA
O032486,C0256,2023-12-26,Home & Garden,1,99.25,99.25,Organic Search,UK
O032038,C0562,2023-08-27,Books,3,19.08,57.24,Instagram,UK
O016559,C0179,2023-07-14,Fashion,1,126.53,126.53,Google Ads,USA
O021043,C0104,2023-01-30,Electronics,3,139.37,418.11,Organic Search,UK
O014439,C0152,2023-02-02,Sports,1,146.51,146.51,Google Ads,USA
O003491,C0160,2023-03-04,Electronics,1,190.96,190.96,Organic Search,Canada
O013622,C0425,2024-12-07,Sports,3,83.11,249.33,Email,USA
O031121,C0015,2024-04-26,Fashion,2,119.93,239.86,Organic Search,UK
O006685,C0159,2024-03-18,Fashion,1,167.37,167.37,Email,Germany
O024448,C0273,2023-02-04,Fashion,1,40.02,40.02,Organic Search,Germany
O007397,C0716,2023-04-23,Electronics,3,84.0,252.0,Direct,UK
O027735,C0011,2023-03-12,Books,1,47.7,47.7,Facebook,UK
O024762,C0074,2024-07-30,Fashion,1,160.08,160.08,Google Ads,UK
O000664,C0150,2023-06-05,Beauty,1,47.91,47.91,Organic Search,USA
O033441,C0507,2023-10-11,Electronics,2,181.69,363.38,Email,USA
O027516,C0203,2023-11-19,Electronics,1,138.02,138.02,Email,Australia
O027600,C0363,2023-07-10,Fashion,3,43.77,131.31,Organic Search,USA
O013365,C0042,2024-06-01,Home & Garden,1,83.37,83.37,Email,USA
O005078,C0322,2023-01-10,Books,1,10.05,10.05,Organic Search,USA
O032802,C0207,2023-04-25,Home & Garden,2,36.85,73.7,Instagram,UK
O015841,C0057,2024-10-27,Electronics,1,397.36,397.36,Email,Australia
O008241,C0514,2024-06-26,Fashion,1,44.5,44.5,Instagram,France
O003118,C0299,2024-07-16,Beauty,5,63.25,,Instagram,Canada
O016427,C0183,2023-02-16,Electronics,1,138.61,138.61,Google Ads,France
O023384,C0290,2023-07-14,Fashion,2,152.83,305.66,Instagram,UK
O007906,C0662,2023-06-04,Beauty,2,86.36,172.72,Direct,UK
O012563,C0161,2024-05-06,Electronics,3,139.37,418.11,Organic Search,UK
O033278,C0165,2024-10-21,Beauty,2,15.47,30.94,Google Ads,USA
O018651,C0015,2024-10-03,Toys,1,100.82,100.82,Email,USA
O010028,C0194,2024-07-23,Fashion,3,100.48,301.44,Referral,USA
O026740,C0732,2023-04-14,Electronics,1,79.9,79.9,Organic Search,USA
O024260,C0532,2024-05-17,Fashion,5,75.03,375.15,Facebook,Canada
O027131,C0154,2024-08-18,Books,4,35.16,140.64,Direct,Australia
O009950,C0037,2024-05-26,Fashion,1,75.39,75.39,Google Ads,USA
O004872,C0576,2024-01-02,Toys,2,10.55,21.1,Instagram,UK
O022292,C0039,2024-10-11,Toys,3,102.66,307.98,Facebook,Germany
O018308,C0755,2023-12-31,Beauty,1,29.18,,Email,Germany
O004394,C0065,2024-07-09,Sports,1,109.8,109.8,Instagram,UK
O004719,C0125,2023-11-07,Electronics,1,81.23,81.23,Google Ads,USA
O000949,C0001,2023-02-21,Books,1,38.13,,Google Ads,Canada
O016435,C0215,2023-01-26,Home & Garden,1,64.52,64.52,Instagram,Canada
O012579,C0606,2024-04-11,Beauty,5,19.54,,Email,Canada
O009890,C0489,2023-04-14,Electronics,1,173.33,173.33,Organic Search,USA
O008801,C0086,2024-06-07,Beauty,1,120.36,120.36,Google Ads,UK
O024171,C0562,2024-06-24,Fashion,1,100.57,100.57,Organic Search,USA
O029299,C0556,2024-01-10,Home & Garden,1,82.41,82.41,Organic Search,USA
O025377,C0130,2023-04-06,Fashion,5,71.59,357.95,Google Ads,UK
O000753,C0036,2023-11-08,Home & Garden,1,119.48,119.48,Organic Search,USA
O004169,C0040,2023-04-24,Fashion,1,81.88,81.88,Organic Search,Australia
O019010,C0698,2023-06-10,Home & Garden,1,51.19,51.19,Organic Search,Canada
O028967,C0334,2024-07-18,Home & Garden,2,39.68,79.36,Email,USA
O020908,C0285,2023-09-05,Books,2,17.53,35.06,Email,USA
O012686,C0045,2023-08-09,Fashion,1,183.35,183.35,Email,USA
O013103,C0379,2024-01-06,Beauty,1,84.14,84.14,Direct,France
O019692,C0075,2023-06-26,Home & Garden,1,110.56,110.56,Organic Search,Canada
O002458,C0031,2024-02-20,Sports,4,102.75,411.0,Direct,France
O024777,C0248,2024-10-28,Beauty,2,86.81,173.62,Instagram,UK
O003608,C0054,2023-05-14,Home & Garden,5,156.48,782.4,Google Ads,Germany
O023204,C0144,2023-01-29,Home & Garden,2,177.59,355.18,Email,France
O023768,C0261,2023-06-14,Books,1,15.83,15.83,Direct,USA
